lambda_urllc,lambda_embb,urlcc_p95_mean,embb_p95_mean,urlcc_loss_mean,embb_loss_mean,urlcc_mean_delay,embb_mean_delay,urlcc_mean_wait_node1,embb_mean_wait_node1,urlcc_violation_prob_1ms
50.0,3000.0,0.0009832342125073801,0.001662716629939211,0.0,0.0,0.00042304805402947163,0.0006157276687302909,0.00012331785763284138,0.00031572437688965,0.04668904179396181
100.0,3000.0,0.0009924171628070508,0.0017202008639838333,0.0,0.0,0.00042719630932566596,0.0006332538127543746,0.00012653583552294374,0.0003332039212649789,0.048412131544083234
150.0,3000.0,0.0009967981163599405,0.0017767416125358433,0.0,0.0,0.00043019367833975605,0.0006507273663766062,0.00013010730844092863,0.0003507595801427834,0.04931639463454114
200.0,3000.0,0.001007661666245418,0.0018436717936939479,0.0,0.0,0.0004334762315821656,0.0006704801245419409,0.00013332297117339359,0.000370495981806107,0.05150737761039777
250.0,3000.0,0.001011456248598854,0.001915581943218072,0.0,0.0,0.0004368577805675001,0.0006916832747009209,0.0001369481299116453,0.0003916170070322718,0.052338166364504245
300.0,3000.0,0.0010209847258771981,0.001986108661157359,0.0,0.0,0.00044063255154399086,0.0007131827318040832,0.0001407720218088478,0.0004131536486504417,0.054236168000492205
350.0,3000.0,0.001027668802207948,0.0020546550406501567,0.0,0.0,0.0004441915707323543,0.0007344033644729786,0.00014408619364203267,0.00043450944681738493,0.05579348413388896
400.0,3000.0,0.0010343717242521009,0.002141760483277739,0.0,0.0,0.0004475903283562054,0.0007610837545114527,0.00014755663493132127,0.00046107556905198405,0.05712915962603173
